id,phenomenon,standard_sentence,informal_sentence,meaning_same,notes
43,verlan,Il y a trop d'argent dans la voiture de mon frere.,Il y a trop de thune dans la caisse de mon reuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions
44,verlan,Il y a une musique penible dans ce quartier.,Il y a une zic relou dans ce quartier.,1,synthetic balanced example; verlan/youth slang lexical substitutions
45,verlan,Il y a un type fou devant le travail de ma mere.,Il y a un mec ouf devant le taf de ma reum.,1,synthetic balanced example; verlan/youth slang lexical substitutions
46,verlan,Je ne veux pas que ce policier parle a cette femme.,Je veux pas que ce keuf parle a cette meuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions
47,verlan,Est-ce que tu peux ramener mon frere a la maison ?,Est-ce que tu peux ramener mon reuf a la zonmai ?,1,synthetic balanced example; verlan/youth slang lexical substitutions
48,verlan,Il y a une fete bizarre chez ce type.,Il y a une teuf chelou chez ce mec.,1,synthetic balanced example; verlan/youth slang lexical substitutions
49,verlan,Je ne vais pas preter mon argent a cette femme.,Je vais pas preter ma thune a cette meuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions
50,verlan,Est-ce que tu veux ecouter cette musique avec ton frere ce soir ?,Est-ce que tu veux ecouter cette zic avec ton reuf ce soir ?,1,synthetic balanced example; verlan/youth slang lexical substitutions
51,sms,Je ne veux pas parler a cette femme ce soir.,Je ne veux pas parler a cette fem ce soir,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
52,sms,Je ne vais pas a la fete de mon frere demain.,Je ne vais pas a la fete de mon frr dem1,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
53,sms,Je ne trouve pas ce type tres bizarre au fond.,Je ne trouve pas ce type tres bizarre au fond,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
54,sms,Je ne peux pas laisser ce policier entrer dans la maison.,Je ne peux pas laisser ce policier entrer dans la maison,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
55,sms,Je ne supporte plus ce cours tres penible.,Je ne supporte plus ce cours tres penible,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
56,sms,Je ne veux pas appeler ma mere devant la police.,Je ne veux pas appeler ma mer devant la police,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
57,sms,Je ne comprends pas pourquoi ce type est fou.,Je ne comprends pas pk ce type est fou,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
58,sms,Je ne garde pas mon argent dans cette maison.,Je ne garde pas mon argent dans cette maison,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
59,sms,Je ne peux pas ecouter cette musique avec ce type.,Je ne peux pas ecouter cette muzik avc ce type,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
60,sms,Je ne vais pas faire ce travail bizarre ce soir.,Je ne vais pas faire ce travail bizarre ce soir,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
61,sms,Je ne veux pas revoir ce policier apres la fete.,Je ne veux pas revoir ce policier apres la fete,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
62,sms,Je ne peux pas suivre cette femme jusque chez elle.,Je ne peux pas suivre cette fem jusque chez elle,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
63,sms,Je ne trouve pas cette voiture tres jolie.,Je ne trouve pas cette voiture tres jolie,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
64,sms,Je ne veux pas vendre ce materiel a ce type.,Je ne veux pas vendre ce materiel a ce type,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
65,sms,Je ne sais pas pourquoi cette femme est si enervee.,Je ne sais pas pk cette fem est si enervee,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
66,sms,Je ne veux pas rester dans ce quartier etrange.,Je ne veux pas rester dans ce qartier etrange,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
67,sms,Je ne peux pas parler a mon frere pendant le travail.,Je ne peux pas parler a mon frr pendant le travail,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
68,sms,Je ne comprends pas cette fete bizarre du tout.,Je ne comprends pas cette fete bizarre du tout,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
69,sms,Je ne veux pas donner ma voiture a ce policier.,Je ne veux pas donner ma voiture a ce policier,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
70,sms,Je ne vais pas laisser ce type fou entrer ici.,Je ne vais pas laisser ce type fou entrer ici,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
71,sms,Tu ne parles pas a cette femme comme ca.,Tu ne parles pas a cette fem comme ca,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
72,sms,Tu ne vas pas a la fete sans ton frere.,Tu ne vas pas a la fete sans ton frr,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
73,sms,Tu ne trouves pas ce policier bizarre ?,Tu ne trouves pas ce policier bizarre,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
74,sms,"Tu ne gardes pas ton argent dans la maison, j'espere.","Tu ne gardes pas ton argent dans la maison, j'espere",1,synthetic balanced example; sms-style written abbreviations and punctuation drop
75,sms,Tu ne veux pas suivre ce type etrange ce soir.,Tu ne veux pas suivre ce type etrange ce soir,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
76,sms,Tu ne peux pas appeler la police maintenant.,Tu ne peux pas appeler la police mnt,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
77,sms,Tu ne laisses pas ta mere avec ce type fou.,Tu ne laisses pas ta mer avc ce type fou,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
78,sms,Tu ne veux pas quitter ce travail penible ?,Tu ne veux pas quitter ce travail penible,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
79,sms,Tu ne comprends pas cette femme bizarre ?,Tu ne comprends pas cette fem bizarre,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
80,sms,Tu ne vas pas vendre cette voiture a ton frere.,Tu ne vas pas vendre cette voiture a ton frr,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
81,sms,Est-ce que tu veux parler a cette femme apres la fete ?,Est-ce que tu veux parler a cette fem apres la fete,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
82,sms,Est-ce que tu peux aider ton frere avec ce travail penible ?,Est-ce que tu peux aider ton frr avc ce travail penible,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
83,sms,Est-ce que tu trouves ce policier vraiment etrange ?,Est-ce que tu trouves ce policier vraiment etrange,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
84,sms,Est-ce que tu vas laisser ton argent dans la maison ?,Est-ce que tu vas laisser ton argent dans la maison,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
85,sms,Est-ce que tu ecoutes cette musique avec ce type ?,Est-ce que tu ecoutes cette muzik avc ce type,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
86,sms,Est-ce que tu veux revoir ma mere apres le travail ?,Est-ce que tu veux revoir ma mer apres le travail,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
87,sms,Est-ce que tu peux calmer cette femme tres enervee ?,Est-ce que tu peux calmer cette fem tres enervee,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
88,sms,Est-ce que tu vas prevenir la police pour cette fete ?,Est-ce que tu vas prevenir la police pour cette fete,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
89,sms,Est-ce que tu connais ce quartier vraiment bizarre ?,Est-ce que tu connais ce qartier vraiment bizarre,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
90,sms,Est-ce que tu veux acheter ce materiel a ce type ?,Est-ce que tu veux acheter ce materiel a ce type,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
91,sms,Il y a une femme etrange devant la maison.,Il y a une fem etrange devant la maison,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
92,sms,Il y a un policier pres de la fete ce soir.,Il y a un policier pres de la fete ce soir,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
93,sms,Il y a trop d'argent dans la voiture de mon frere.,Il y a trop d'argent dans la voiture de mon frr,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
94,sms,Il y a une musique penible dans ce quartier.,Il y a une muzik penible dans ce qartier,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
95,sms,Il y a un type fou devant le travail de ma mere.,Il y a un type fou devant le travail de ma mer,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
96,sms,Je ne veux pas que ce policier parle a cette femme.,Je ne veux pas que ce policier parle a cette fem,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
97,sms,Est-ce que tu peux ramener mon frere a la maison ?,Est-ce que tu peux ramener mon frr a la maison,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
98,sms,Il y a une fete bizarre chez ce type.,Il y a une fete bizarre chez ce type,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
99,sms,Je ne vais pas preter mon argent a cette femme.,Je ne vais pas preter mon argent a cette fem,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
100,sms,Est-ce que tu veux ecouter cette musique avec ton frere ce soir ?,Est-ce que tu veux ecouter cette muzik avc ton frr ce soir,1,synthetic balanced example; sms-style written abbreviations and punctuation drop
101,spoken,Je ne veux pas parler a cette femme ce soir.,J'veux pas parler a cette femme ce soir.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
102,spoken,Je ne vais pas a la fete de mon frere demain.,J'vais pas a la fete de mon frere demain.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
103,spoken,Je ne trouve pas ce type tres bizarre au fond.,J'trouve pas ce type tres bizarre au fond.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
104,spoken,Je ne peux pas laisser ce policier entrer dans la maison.,J'peux pas laisser ce policier entrer dans la maison.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
105,spoken,Je ne supporte plus ce cours tres penible.,J'supporte plus ce cours tres penible.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
106,spoken,Je ne veux pas appeler ma mere devant la police.,J'veux pas appeler ma mere devant la police.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
107,spoken,Je ne comprends pas pourquoi ce type est fou.,J'comprends pas pourquoi ce type est fou.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
108,spoken,Je ne garde pas mon argent dans cette maison.,J'garde pas mon argent dans cette maison.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
109,spoken,Je ne peux pas ecouter cette musique avec ce type.,J'peux pas ecouter cette musique avec ce type.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
110,spoken,Je ne vais pas faire ce travail bizarre ce soir.,J'vais pas faire ce travail bizarre ce soir.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
111,spoken,Je ne veux pas revoir ce policier apres la fete.,J'veux pas revoir ce policier apres la fete.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
112,spoken,Je ne peux pas suivre cette femme jusque chez elle.,J'peux pas suivre cette femme jusque chez elle.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
113,spoken,Je ne trouve pas cette voiture tres jolie.,J'trouve pas cette voiture tres jolie.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
114,spoken,Je ne veux pas vendre ce materiel a ce type.,J'veux pas vendre ce materiel a ce type.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
115,spoken,Je ne sais pas pourquoi cette femme est si enervee.,J'sais pas pourquoi cette femme est si enervee.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
116,spoken,Je ne veux pas rester dans ce quartier etrange.,J'veux pas rester dans ce quartier etrange.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
117,spoken,Je ne peux pas parler a mon frere pendant le travail.,J'peux pas parler a mon frere pendant le travail.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
118,spoken,Je ne comprends pas cette fete bizarre du tout.,J'comprends pas cette fete bizarre du tout.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
119,spoken,Je ne veux pas donner ma voiture a ce policier.,J'veux pas donner ma voiture a ce policier.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
120,spoken,Je ne vais pas laisser ce type fou entrer ici.,J'vais pas laisser ce type fou entrer ici.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
121,spoken,Tu ne parles pas a cette femme comme ca.,T'parles pas a cette femme comme ca.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
122,spoken,Tu ne vas pas a la fete sans ton frere.,T'vas pas a la fete sans ton frere.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
123,spoken,Tu ne trouves pas ce policier bizarre ?,T'trouves pas ce policier bizarre?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
124,spoken,"Tu ne gardes pas ton argent dans la maison, j'espere.","T'gardes pas ton argent dans la maison, j'espere.",1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
125,spoken,Tu ne veux pas suivre ce type etrange ce soir.,T'veux pas suivre ce type etrange ce soir.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
126,spoken,Tu ne peux pas appeler la police maintenant.,T'peux pas appeler la police maintenant.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
127,spoken,Tu ne laisses pas ta mere avec ce type fou.,T'laisses pas ta mere avec ce type fou.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
128,spoken,Tu ne veux pas quitter ce travail penible ?,T'veux pas quitter ce travail penible?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
129,spoken,Tu ne comprends pas cette femme bizarre ?,T'comprends pas cette femme bizarre?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
130,spoken,Tu ne vas pas vendre cette voiture a ton frere.,T'vas pas vendre cette voiture a ton frere.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
131,spoken,Est-ce que tu veux parler a cette femme apres la fete ?,T'veux parler a cette femme apres la fete?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
132,spoken,Est-ce que tu peux aider ton frere avec ce travail penible ?,T'peux aider ton frere avec ce travail penible?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
133,spoken,Est-ce que tu trouves ce policier vraiment etrange ?,T'trouves ce policier vraiment etrange?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
134,spoken,Est-ce que tu vas laisser ton argent dans la maison ?,T'vas laisser ton argent dans la maison?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
135,spoken,Est-ce que tu ecoutes cette musique avec ce type ?,T'ecoutes cette musique avec ce type?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
136,spoken,Est-ce que tu veux revoir ma mere apres le travail ?,T'veux revoir ma mere apres le travail?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
137,spoken,Est-ce que tu peux calmer cette femme tres enervee ?,T'peux calmer cette femme tres enervee?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
138,spoken,Est-ce que tu vas prevenir la police pour cette fete ?,T'vas prevenir la police pour cette fete?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
139,spoken,Est-ce que tu connais ce quartier vraiment bizarre ?,T'connais ce quartier vraiment bizarre?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
140,spoken,Est-ce que tu veux acheter ce materiel a ce type ?,T'veux acheter ce materiel a ce type?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
141,spoken,Il y a une femme etrange devant la maison.,Y a une femme etrange devant la maison.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
142,spoken,Il y a un policier pres de la fete ce soir.,Y a un policier pres de la fete ce soir.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
143,spoken,Il y a trop d'argent dans la voiture de mon frere.,Y a trop d'argent dans la voiture de mon frere.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
144,spoken,Il y a une musique penible dans ce quartier.,Y a une musique penible dans ce quartier.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
145,spoken,Il y a un type fou devant le travail de ma mere.,Y a un type fou devant le travail de ma mere.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
146,spoken,Je ne veux pas que ce policier parle a cette femme.,J'veux pas que ce policier parle a cette femme.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
147,spoken,Est-ce que tu peux ramener mon frere a la maison ?,T'peux ramener mon frere a la maison?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
148,spoken,Il y a une fete bizarre chez ce type.,Y a une fete bizarre chez ce type.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
149,spoken,Je ne vais pas preter mon argent a cette femme.,J'vais pas preter mon argent a cette femme.,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
150,spoken,Est-ce que tu veux ecouter cette musique avec ton frere ce soir ?,T'veux ecouter cette musique avec ton frere ce soir?,1,"synthetic balanced example; spoken simplification, negation drop, and oral contractions"
151,verlan_sms,Je ne veux pas parler a cette femme ce soir.,Je veux pas parler a cette meuf ce soir,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
152,verlan_sms,Je ne vais pas a la fete de mon frere demain.,Je vais pas a la teuf de mon reuf dem1,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
153,verlan_sms,Je ne trouve pas ce type tres bizarre au fond.,Je trouve pas ce mec tres zarbi au fond,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
154,verlan_sms,Je ne peux pas laisser ce policier entrer dans la maison.,Je peux pas laisser ce keuf entrer dans la zonmai,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
155,verlan_sms,Je ne supporte plus ce cours tres penible.,Je supporte plus ce cours trop relou,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
156,verlan_sms,Je ne veux pas appeler ma mere devant la police.,Je veux pas appeler ma reum devant les keufs,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
157,verlan_sms,Je ne comprends pas pourquoi ce type est fou.,Je comprends pas pk ce mec est ouf,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
158,verlan_sms,Je ne garde pas mon argent dans cette maison.,Je garde pas ma thune dans cette zonmai,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
159,verlan_sms,Je ne peux pas ecouter cette musique avec ce type.,Je peux pas ecouter cette zic avc ce mec,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
160,verlan_sms,Je ne vais pas faire ce travail bizarre ce soir.,Je vais pas faire ce taf chelou ce soir,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
161,verlan_sms,Je ne veux pas revoir ce policier apres la fete.,Je veux pas revoir ce keuf apres la teuf,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
162,verlan_sms,Je ne peux pas suivre cette femme jusque chez elle.,Je peux pas suivre cette meuf jusque chez elle,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
163,verlan_sms,Je ne trouve pas cette voiture tres jolie.,Je trouve pas cette caisse tres jolie,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
164,verlan_sms,Je ne veux pas vendre ce materiel a ce type.,Je veux pas vendre ce matos a ce mec,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
165,verlan_sms,Je ne sais pas pourquoi cette femme est si enervee.,Je sais pas pk cette meuf est si venere,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
166,verlan_sms,Je ne veux pas rester dans ce quartier etrange.,Je veux pas rester dans ce qartier chelou,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
167,verlan_sms,Je ne peux pas parler a mon frere pendant le travail.,Je peux pas parler a mon reuf pendant le taf,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
168,verlan_sms,Je ne comprends pas cette fete bizarre du tout.,Je comprends pas cette teuf zarbi du tout,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
169,verlan_sms,Je ne veux pas donner ma voiture a ce policier.,Je veux pas donner ma caisse a ce keuf,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
170,verlan_sms,Je ne vais pas laisser ce type fou entrer ici.,Je vais pas laisser ce mec ouf entrer ici,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
171,verlan_sms,Tu ne parles pas a cette femme comme ca.,Tu parles pas a cette meuf comme ca,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
172,verlan_sms,Tu ne vas pas a la fete sans ton frere.,Tu vas pas a la teuf sans ton reuf,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
173,verlan_sms,Tu ne trouves pas ce policier bizarre ?,Tu trouves pas ce keuf zarbi,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
174,verlan_sms,"Tu ne gardes pas ton argent dans la maison, j'espere.","Tu gardes pas ta thune dans la zonmai, j'espere",1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
175,verlan_sms,Tu ne veux pas suivre ce type etrange ce soir.,Tu veux pas suivre ce mec chelou ce soir,1,synthetic balanced example; verlan lexical substitutions + sms-style written abbreviations
