id,phenomenon,standard_sentence,informal_sentence,meaning_same,notes,standard_tokens,informal_tokens,standard_token_count,informal_token_count,standard_pll_score,informal_pll_score,standard_nll_score,informal_nll_score,standard_perplexity,informal_perplexity,representation_cosine_similarity,model_family
29,verlan,Tu ne comprends pas cette femme bizarre ?,Tu comprends pas cette meuf zarbi ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Tu', '▁ne', '▁comprends', '▁pas', '▁cette', '▁femme', '▁bizarre', '▁?']","['▁Tu', '▁comprends', '▁pas', '▁cette', '▁me', 'uf', '▁', 'zar', 'bi', '▁?']",8,10,-10.497243881225586,-10.433959197998046,,,,,0.9500426054000854,masked_lm
30,verlan,Tu ne vas pas vendre cette voiture a ton frere.,Tu vas pas vendre cette caisse a ton reuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Tu', '▁ne', '▁vas', '▁pas', '▁vendre', '▁cette', '▁voiture', '▁a', '▁ton', '▁frere', '.']","['▁Tu', '▁vas', '▁pas', '▁vendre', '▁cette', '▁caisse', '▁a', '▁ton', '▁re', 'uf', '.']",11,11,-10.414093017578125,-10.311892422762783,,,,,0.9526432752609253,masked_lm
31,verlan,Est-ce que tu veux parler a cette femme apres la fete ?,Est-ce que tu veux parler a cette meuf apres la teuf ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁parler', '▁a', '▁cette', '▁femme', '▁apres', '▁la', '▁fete', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁parler', '▁a', '▁cette', '▁me', 'uf', '▁apres', '▁la', '▁te', 'uf', '▁?']",14,16,-10.428683689662389,-10.443361282348633,,,,,0.9814824461936951,masked_lm
32,verlan,Est-ce que tu peux aider ton frere avec ce travail penible ?,Est-ce que tu peux aider ton reuf avec ce taf relou ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁peux', '▁aider', '▁ton', '▁frere', '▁avec', '▁ce', '▁travail', '▁pen', 'ible', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁peux', '▁aider', '▁ton', '▁re', 'uf', '▁avec', '▁ce', '▁ta', 'f', '▁re', 'lou', '▁?']",15,17,-10.418918863932292,-10.383509018841911,,,,,0.9645796418190002,masked_lm
33,verlan,Est-ce que tu trouves ce policier vraiment etrange ?,Est-ce que tu trouves ce keuf vraiment chelou ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁trouve', 's', '▁ce', '▁policier', '▁vraiment', '▁et', 'range', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁trouve', 's', '▁ce', '▁ke', 'uf', '▁vraiment', '▁che', 'lou', '▁?']",13,14,-10.349231426532452,-10.310803004673549,,,,,0.9530133605003357,masked_lm
34,verlan,Est-ce que tu vas laisser ton argent dans la maison ?,Est-ce que tu vas laisser ta thune dans la zonmai ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁vas', '▁laisser', '▁ton', '▁argent', '▁dans', '▁la', '▁maison', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁vas', '▁laisser', '▁ta', '▁th', 'une', '▁dans', '▁la', '▁', 'zon', 'mai', '▁?']",13,16,-10.31045180100661,-10.3803071975708,,,,,0.9436846971511841,masked_lm
35,verlan,Est-ce que tu ecoutes cette musique avec ce type ?,Est-ce que tu ecoutes cette zic avec ce mec ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁eco', 'ute', 's', '▁cette', '▁musique', '▁avec', '▁ce', '▁type', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁eco', 'ute', 's', '▁cette', '▁z', 'ic', '▁avec', '▁ce', '▁mec', '▁?']",14,15,-10.335093906947545,-10.406334431966146,,,,,0.9825931191444397,masked_lm
36,verlan,Est-ce que tu veux revoir ma mere apres le travail ?,Est-ce que tu veux revoir ma reum apres le taf ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁revoir', '▁ma', '▁mer', 'e', '▁apres', '▁le', '▁travail', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁revoir', '▁ma', '▁re', 'um', '▁apres', '▁le', '▁ta', 'f', '▁?']",14,15,-10.513255528041295,-10.41292724609375,,,,,0.9741971492767334,masked_lm
37,verlan,Est-ce que tu peux calmer cette femme tres enervee ?,Est-ce que tu peux calmer cette meuf tres venere ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁peux', '▁calmer', '▁cette', '▁femme', '▁tres', '▁en', 'er', 've', 'e', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁peux', '▁calmer', '▁cette', '▁me', 'uf', '▁tres', '▁ven', 'ere', '▁?']",15,14,-10.373177083333333,-10.552755083356585,,,,,0.9768108129501343,masked_lm
38,verlan,Est-ce que tu vas prevenir la police pour cette fete ?,Est-ce que tu vas prevenir les keufs pour cette teuf ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁vas', '▁pre', 'venir', '▁la', '▁police', '▁pour', '▁cette', '▁fete', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁vas', '▁pre', 'venir', '▁les', '▁ke', 'uf', 's', '▁pour', '▁cette', '▁te', 'uf', '▁?']",14,17,-10.361733572823661,-10.370966294232536,,,,,0.9760422706604004,masked_lm
39,verlan,Est-ce que tu connais ce quartier vraiment bizarre ?,Est-ce que tu connais ce quartier vraiment chelou ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁connais', '▁ce', '▁quartier', '▁vraiment', '▁bizarre', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁connais', '▁ce', '▁quartier', '▁vraiment', '▁che', 'lou', '▁?']",11,12,-10.388995777476918,-10.327962875366211,,,,,0.9854864478111267,masked_lm
40,verlan,Est-ce que tu veux acheter ce materiel a ce type ?,Est-ce que tu veux acheter ce matos a ce mec ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁acheter', '▁ce', '▁materiel', '▁a', '▁ce', '▁type', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁acheter', '▁ce', '▁matos', '▁a', '▁ce', '▁mec', '▁?']",13,13,-10.309254572941708,-10.248184204101562,,,,,0.9744076132774353,masked_lm
41,verlan,Il y a une femme etrange devant la maison.,Il y a une meuf chelou devant la zonmai.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Il', '▁y', '▁a', '▁une', '▁femme', '▁et', 'range', '▁devant', '▁la', '▁maison', '.']","['▁Il', '▁y', '▁a', '▁une', '▁me', 'uf', '▁che', 'lou', '▁devant', '▁la', '▁', 'zon', 'mai', '.']",11,14,-10.485488891601562,-10.410029820033483,,,,,0.9224429130554199,masked_lm
42,verlan,Il y a un policier pres de la fete ce soir.,Il y a un keuf pres de la teuf ce soir.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Il', '▁y', '▁a', '▁un', '▁policier', '▁pres', '▁de', '▁la', '▁fete', '▁ce', '▁soir', '.']","['▁Il', '▁y', '▁a', '▁un', '▁ke', 'uf', '▁pres', '▁de', '▁la', '▁te', 'uf', '▁ce', '▁soir', '.']",12,14,-10.397076924641928,-10.377748761858259,,,,,0.9502949714660645,masked_lm
43,verlan,Il y a trop d'argent dans la voiture de mon frere.,Il y a trop de thune dans la caisse de mon reuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Il', '▁y', '▁a', '▁trop', '▁d', ""'"", 'argent', '▁dans', '▁la', '▁voiture', '▁de', '▁mon', '▁frere', '.']","['▁Il', '▁y', '▁a', '▁trop', '▁de', '▁th', 'une', '▁dans', '▁la', '▁caisse', '▁de', '▁mon', '▁re', 'uf', '.']",14,15,-10.503884451729911,-10.37261250813802,,,,,0.876838207244873,masked_lm
44,verlan,Il y a une musique penible dans ce quartier.,Il y a une zic relou dans ce quartier.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Il', '▁y', '▁a', '▁une', '▁musique', '▁pen', 'ible', '▁dans', '▁ce', '▁quartier', '.']","['▁Il', '▁y', '▁a', '▁une', '▁z', 'ic', '▁re', 'lou', '▁dans', '▁ce', '▁quartier', '.']",11,12,-10.438181096857244,-10.37161636352539,,,,,0.9458531737327576,masked_lm
45,verlan,Il y a un type fou devant le travail de ma mere.,Il y a un mec ouf devant le taf de ma reum.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Il', '▁y', '▁a', '▁un', '▁type', '▁fou', '▁devant', '▁le', '▁travail', '▁de', '▁ma', '▁mer', 'e', '.']","['▁Il', '▁y', '▁a', '▁un', '▁mec', '▁ou', 'f', '▁devant', '▁le', '▁ta', 'f', '▁de', '▁ma', '▁re', 'um', '.']",14,16,-10.481367928641182,-10.351317405700684,,,,,0.9611867070198059,masked_lm
46,verlan,Je ne veux pas que ce policier parle a cette femme.,Je veux pas que ce keuf parle a cette meuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Je', '▁ne', '▁veux', '▁pas', '▁que', '▁ce', '▁policier', '▁parle', '▁a', '▁cette', '▁femme', '.']","['▁Je', '▁veux', '▁pas', '▁que', '▁ce', '▁ke', 'uf', '▁parle', '▁a', '▁cette', '▁me', 'uf', '.']",12,13,-10.425531387329102,-10.33772982083834,,,,,0.9492059946060181,masked_lm
47,verlan,Est-ce que tu peux ramener mon frere a la maison ?,Est-ce que tu peux ramener mon reuf a la zonmai ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁peux', '▁ramener', '▁mon', '▁frere', '▁a', '▁la', '▁maison', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁peux', '▁ramener', '▁mon', '▁re', 'uf', '▁a', '▁la', '▁', 'zon', 'mai', '▁?']",13,16,-10.463599571814903,-10.415973663330078,,,,,0.955674409866333,masked_lm
48,verlan,Il y a une fete bizarre chez ce type.,Il y a une teuf chelou chez ce mec.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Il', '▁y', '▁a', '▁une', '▁fete', '▁bizarre', '▁chez', '▁ce', '▁type', '.']","['▁Il', '▁y', '▁a', '▁une', '▁te', 'uf', '▁che', 'lou', '▁chez', '▁ce', '▁mec', '.']",10,12,-10.309012603759765,-10.492515563964844,,,,,0.8831825852394104,masked_lm
49,verlan,Je ne vais pas preter mon argent a cette femme.,Je vais pas preter ma thune a cette meuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Je', '▁ne', '▁vais', '▁pas', '▁pret', 'er', '▁mon', '▁argent', '▁a', '▁cette', '▁femme', '.']","['▁Je', '▁vais', '▁pas', '▁pret', 'er', '▁ma', '▁th', 'une', '▁a', '▁cette', '▁me', 'uf', '.']",12,13,-10.610620498657227,-10.424609844501202,,,,,0.9373186826705933,masked_lm
50,verlan,Est-ce que tu veux ecouter cette musique avec ton frere ce soir ?,Est-ce que tu veux ecouter cette zic avec ton reuf ce soir ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁eco', 'uter', '▁cette', '▁musique', '▁avec', '▁ton', '▁frere', '▁ce', '▁soir', '▁?']","['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁eco', 'uter', '▁cette', '▁z', 'ic', '▁avec', '▁ton', '▁re', 'uf', '▁ce', '▁soir', '▁?']",16,18,-10.316372871398926,-10.306839836968315,,,,,0.977558434009552,masked_lm
51,sms,Je ne veux pas parler a cette femme ce soir.,Je ne veux pas parler a cette fem ce soir,1,synthetic balanced example; sms-style written abbreviations and punctuation drop,"['▁Je', '▁ne', '▁veux', '▁pas', '▁parler', '▁a', '▁cette', '▁femme', '▁ce', '▁soir', '.']","['▁Je', '▁ne', '▁veux', '▁pas', '▁parler', '▁a', '▁cette', '▁fe', 'm', '▁ce', '▁soir']",11,11,-10.355141379616477,-10.335678100585938,,,,,0.9586451649665833,masked_lm
52,sms,Je ne vais pas a la fete de mon frere demain.,Je ne vais pas a la fete de mon frr dem1,1,synthetic balanced example; sms-style written abbreviations and punctuation drop,"['▁Je', '▁ne', '▁vais', '▁pas', '▁a', '▁la', '▁fete', '▁de', '▁mon', '▁frere', '▁demain', '.']","['▁Je', '▁ne', '▁vais', '▁pas', '▁a', '▁la', '▁fete', '▁de', '▁mon', '▁fr', 'r', '▁de', 'm', '1']",12,14,-10.63625462849935,-10.587178911481585,,,,,0.906548261642456,masked_lm
53,sms,Je ne trouve pas ce type tres bizarre au fond.,Je ne trouve pas ce type tres bizarre au fond,1,synthetic balanced example; sms-style written abbreviations and punctuation drop,"['▁Je', '▁ne', '▁trouve', '▁pas', '▁ce', '▁type', '▁tres', '▁bizarre', '▁au', '▁fond', '.']","['▁Je', '▁ne', '▁trouve', '▁pas', '▁ce', '▁type', '▁tres', '▁bizarre', '▁au', '▁fond']",11,10,-10.488177212801846,-10.492889404296875,,,,,0.9747899770736694,masked_lm
