id,phenomenon,standard_sentence,informal_sentence,meaning_same,notes,standard_tokens,informal_tokens,standard_token_count,informal_token_count,standard_pll_score,informal_pll_score,standard_nll_score,informal_nll_score,standard_perplexity,informal_perplexity,representation_cosine_similarity,model_family
11,verlan,Je ne veux pas revoir ce policier apres la fete.,Je veux pas revoir ce keuf apres la teuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'r', 'e', 'v', 'o', 'i', 'r', 'Ġ', 'c', 'e', 'Ġ', 'p', 'o', 'l', 'i', 'c', 'i', 'e', 'r', 'Ġ', 'a', 'p', 'r', 'e', 's', 'Ġ', 'l', 'a', 'Ġ', 'f', 'e', 't', 'e', '.']","['Ġ', 'J', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'r', 'e', 'v', 'o', 'i', 'r', 'Ġ', 'c', 'e', 'Ġ', 'k', 'e', 'u', 'f', 'Ġ', 'a', 'p', 'r', 'e', 's', 'Ġ', 'l', 'a', 'Ġ', 't', 'e', 'u', 'f', '.']",49,42,-2.9999526666135203,-2.495801471528553,,,,,0.993416428565979,masked_lm
12,verlan,Je ne peux pas suivre cette femme jusque chez elle.,Je peux pas suivre cette meuf jusque chez elle.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'p', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 's', 'u', 'i', 'v', 'r', 'e', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'f', 'e', 'm', 'm', 'e', 'Ġ', 'j', 'u', 's', 'q', 'u', 'e', 'Ġ', 'c', 'h', 'e', 'z', 'Ġ', 'e', 'l', 'l', 'e', '.']","['Ġ', 'J', 'e', 'Ġ', 'p', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 's', 'u', 'i', 'v', 'r', 'e', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'm', 'e', 'u', 'f', 'Ġ', 'j', 'u', 's', 'q', 'u', 'e', 'Ġ', 'c', 'h', 'e', 'z', 'Ġ', 'e', 'l', 'l', 'e', '.']",52,48,-2.94683837890625,-2.8571266333262124,,,,,0.9979058504104614,masked_lm
13,verlan,Je ne trouve pas cette voiture tres jolie.,Je trouve pas cette caisse tres jolie.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 't', 'r', 'o', 'u', 'v', 'e', 'Ġ', 'p', 'a', 's', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'v', 'o', 'i', 't', 'u', 'r', 'e', 'Ġ', 't', 'r', 'e', 's', 'Ġ', 'j', 'o', 'l', 'i', 'e', '.']","['Ġ', 'J', 'e', 'Ġ', 't', 'r', 'o', 'u', 'v', 'e', 'Ġ', 'p', 'a', 's', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'c', 'a', 'i', 's', 's', 'e', 'Ġ', 't', 'r', 'e', 's', 'Ġ', 'j', 'o', 'l', 'i', 'e', '.']",43,39,-2.7664643221123275,-2.9452833028940053,,,,,0.9938085675239563,masked_lm
14,verlan,Je ne veux pas vendre ce materiel a ce type.,Je veux pas vendre ce matos a ce mec.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'v', 'e', 'n', 'd', 'r', 'e', 'Ġ', 'c', 'e', 'Ġ', 'm', 'a', 't', 'e', 'r', 'i', 'e', 'l', 'Ġ', 'a', 'Ġ', 'c', 'e', 'Ġ', 't', 'y', 'p', 'e', '.']","['Ġ', 'J', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'v', 'e', 'n', 'd', 'r', 'e', 'Ġ', 'c', 'e', 'Ġ', 'm', 'a', 't', 'o', 's', 'Ġ', 'a', 'Ġ', 'c', 'e', 'Ġ', 'm', 'e', 'c', '.']",45,38,-3.4543246799045138,-2.7680720028124357,,,,,0.9910640120506287,masked_lm
15,verlan,Je ne sais pas pourquoi cette femme est si enervee.,Je sais pas pourquoi cette meuf est si venere.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 's', 'a', 'i', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'p', 'o', 'u', 'r', 'q', 'u', 'o', 'i', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'f', 'e', 'm', 'm', 'e', 'Ġ', 'e', 's', 't', 'Ġ', 's', 'i', 'Ġ', 'e', 'n', 'e', 'r', 'v', 'e', 'e', '.']","['Ġ', 'J', 'e', 'Ġ', 's', 'a', 'i', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'p', 'o', 'u', 'r', 'q', 'u', 'o', 'i', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'm', 'e', 'u', 'f', 'Ġ', 'e', 's', 't', 'Ġ', 's', 'i', 'Ġ', 'v', 'e', 'n', 'e', 'r', 'e', '.']",52,47,-3.562094908494216,-3.410659627711519,,,,,0.9969919919967651,masked_lm
16,verlan,Je ne veux pas rester dans ce quartier etrange.,Je veux pas rester dans ce quartier chelou.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'r', 'e', 's', 't', 'e', 'r', 'Ġ', 'd', 'a', 'n', 's', 'Ġ', 'c', 'e', 'Ġ', 'q', 'u', 'a', 'r', 't', 'i', 'e', 'r', 'Ġ', 'e', 't', 'r', 'a', 'n', 'g', 'e', '.']","['Ġ', 'J', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'r', 'e', 's', 't', 'e', 'r', 'Ġ', 'd', 'a', 'n', 's', 'Ġ', 'c', 'e', 'Ġ', 'q', 'u', 'a', 'r', 't', 'i', 'e', 'r', 'Ġ', 'c', 'h', 'e', 'l', 'o', 'u', '.']",48,44,-2.988935629526774,-2.9914873296564277,,,,,0.9950476884841919,masked_lm
17,verlan,Je ne peux pas parler a mon frere pendant le travail.,Je peux pas parler a mon reuf pendant le taf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'p', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'p', 'a', 'r', 'l', 'e', 'r', 'Ġ', 'a', 'Ġ', 'm', 'o', 'n', 'Ġ', 'f', 'r', 'e', 'r', 'e', 'Ġ', 'p', 'e', 'n', 'd', 'a', 'n', 't', 'Ġ', 'l', 'e', 'Ġ', 't', 'r', 'a', 'v', 'a', 'i', 'l', '.']","['Ġ', 'J', 'e', 'Ġ', 'p', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'p', 'a', 'r', 'l', 'e', 'r', 'Ġ', 'a', 'Ġ', 'm', 'o', 'n', 'Ġ', 'r', 'e', 'u', 'f', 'Ġ', 'p', 'e', 'n', 'd', 'a', 'n', 't', 'Ġ', 'l', 'e', 'Ġ', 't', 'a', 'f', '.']",54,46,-2.8181482244420937,-2.9112691464631455,,,,,0.9960533380508423,masked_lm
18,verlan,Je ne comprends pas cette fete bizarre du tout.,Je comprends pas cette teuf zarbi du tout.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'c', 'o', 'm', 'p', 'r', 'e', 'n', 'd', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'f', 'e', 't', 'e', 'Ġ', 'b', 'i', 'z', 'a', 'r', 'r', 'e', 'Ġ', 'd', 'u', 'Ġ', 't', 'o', 'u', 't', '.']","['Ġ', 'J', 'e', 'Ġ', 'c', 'o', 'm', 'p', 'r', 'e', 'n', 'd', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 't', 'e', 'u', 'f', 'Ġ', 'z', 'a', 'r', 'b', 'i', 'Ġ', 'd', 'u', 'Ġ', 't', 'o', 'u', 't', '.']",48,43,-3.3500277201334634,-3.6406994309536245,,,,,0.995766282081604,masked_lm
19,verlan,Je ne veux pas donner ma voiture a ce policier.,Je veux pas donner ma caisse a ce keuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'd', 'o', 'n', 'n', 'e', 'r', 'Ġ', 'm', 'a', 'Ġ', 'v', 'o', 'i', 't', 'u', 'r', 'e', 'Ġ', 'a', 'Ġ', 'c', 'e', 'Ġ', 'p', 'o', 'l', 'i', 'c', 'i', 'e', 'r', '.']","['Ġ', 'J', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'd', 'o', 'n', 'n', 'e', 'r', 'Ġ', 'm', 'a', 'Ġ', 'c', 'a', 'i', 's', 's', 'e', 'Ġ', 'a', 'Ġ', 'c', 'e', 'Ġ', 'k', 'e', 'u', 'f', '.']",48,40,-3.192404826482137,-3.716815185546875,,,,,0.9880115985870361,masked_lm
20,verlan,Je ne vais pas laisser ce type fou entrer ici.,Je vais pas laisser ce mec ouf entrer ici.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'J', 'e', 'Ġ', 'n', 'e', 'Ġ', 'v', 'a', 'i', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'l', 'a', 'i', 's', 's', 'e', 'r', 'Ġ', 'c', 'e', 'Ġ', 't', 'y', 'p', 'e', 'Ġ', 'f', 'o', 'u', 'Ġ', 'e', 'n', 't', 'r', 'e', 'r', 'Ġ', 'i', 'c', 'i', '.']","['Ġ', 'J', 'e', 'Ġ', 'v', 'a', 'i', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'l', 'a', 'i', 's', 's', 'e', 'r', 'Ġ', 'c', 'e', 'Ġ', 'm', 'e', 'c', 'Ġ', 'o', 'u', 'f', 'Ġ', 'e', 'n', 't', 'r', 'e', 'r', 'Ġ', 'i', 'c', 'i', '.']",47,43,-2.874284460189495,-3.1629913684933686,,,,,0.9956166744232178,masked_lm
21,verlan,Tu ne parles pas a cette femme comme ca.,Tu parles pas a cette meuf comme ca.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'T', 'u', 'Ġ', 'n', 'e', 'Ġ', 'p', 'a', 'r', 'l', 'e', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'a', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'f', 'e', 'm', 'm', 'e', 'Ġ', 'c', 'o', 'm', 'm', 'e', 'Ġ', 'c', 'a', '.']","['Ġ', 'T', 'u', 'Ġ', 'p', 'a', 'r', 'l', 'e', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'a', 'Ġ', 'c', 'e', 't', 't', 'e', 'Ġ', 'm', 'e', 'u', 'f', 'Ġ', 'c', 'o', 'm', 'm', 'e', 'Ġ', 'c', 'a', '.']",41,37,-3.042990149521246,-3.400922053569072,,,,,0.9945589303970337,masked_lm
22,verlan,Tu ne vas pas a la fete sans ton frere.,Tu vas pas a la teuf sans ton reuf.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'T', 'u', 'Ġ', 'n', 'e', 'Ġ', 'v', 'a', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'a', 'Ġ', 'l', 'a', 'Ġ', 'f', 'e', 't', 'e', 'Ġ', 's', 'a', 'n', 's', 'Ġ', 't', 'o', 'n', 'Ġ', 'f', 'r', 'e', 'r', 'e', '.']","['Ġ', 'T', 'u', 'Ġ', 'v', 'a', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'a', 'Ġ', 'l', 'a', 'Ġ', 't', 'e', 'u', 'f', 'Ġ', 's', 'a', 'n', 's', 'Ġ', 't', 'o', 'n', 'Ġ', 'r', 'e', 'u', 'f', '.']",40,36,-2.913119316101074,-2.8330434030956693,,,,,0.9920915961265564,masked_lm
23,verlan,Tu ne trouves pas ce policier bizarre ?,Tu trouves pas ce keuf zarbi ?,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'T', 'u', 'Ġ', 'n', 'e', 'Ġ', 't', 'r', 'o', 'u', 'v', 'e', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'c', 'e', 'Ġ', 'p', 'o', 'l', 'i', 'c', 'i', 'e', 'r', 'Ġ', 'b', 'i', 'z', 'a', 'r', 'r', 'e', 'Ġ', '?']","['Ġ', 'T', 'u', 'Ġ', 't', 'r', 'o', 'u', 'v', 'e', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 'c', 'e', 'Ġ', 'k', 'e', 'u', 'f', 'Ġ', 'z', 'a', 'r', 'b', 'i', 'Ġ', '?']",40,31,-3.6414852142333984,-3.89374271515877,,,,,0.9873087406158447,masked_lm
24,verlan,"Tu ne gardes pas ton argent dans la maison, j'espere.","Tu gardes pas ta thune dans la zonmai, j'espere.",1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'T', 'u', 'Ġ', 'n', 'e', 'Ġ', 'g', 'a', 'r', 'd', 'e', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 't', 'o', 'n', 'Ġ', 'a', 'r', 'g', 'e', 'n', 't', 'Ġ', 'd', 'a', 'n', 's', 'Ġ', 'l', 'a', 'Ġ', 'm', 'a', 'i', 's', 'o', 'n', ',', 'Ġ', 'j', ""'"", 'e', 's', 'p', 'e', 'r', 'e', '.']","['Ġ', 'T', 'u', 'Ġ', 'g', 'a', 'r', 'd', 'e', 's', 'Ġ', 'p', 'a', 's', 'Ġ', 't', 'a', 'Ġ', 't', 'h', 'u', 'n', 'e', 'Ġ', 'd', 'a', 'n', 's', 'Ġ', 'l', 'a', 'Ġ', 'z', 'o', 'n', 'm', 'a', 'i', ',', 'Ġ', 'j', ""'"", 'e', 's', 'p', 'e', 'r', 'e', '.']",54,49,-3.167385525173611,-3.153749349165936,,,,,0.9942086338996887,masked_lm
25,verlan,Tu ne veux pas suivre ce type etrange ce soir.,Tu veux pas suivre ce mec chelou ce soir.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'T', 'u', 'Ġ', 'n', 'e', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 's', 'u', 'i', 'v', 'r', 'e', 'Ġ', 'c', 'e', 'Ġ', 't', 'y', 'p', 'e', 'Ġ', 'e', 't', 'r', 'a', 'n', 'g', 'e', 'Ġ', 'c', 'e', 'Ġ', 's', 'o', 'i', 'r', '.']","['Ġ', 'T', 'u', 'Ġ', 'v', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 's', 'u', 'i', 'v', 'r', 'e', 'Ġ', 'c', 'e', 'Ġ', 'm', 'e', 'c', 'Ġ', 'c', 'h', 'e', 'l', 'o', 'u', 'Ġ', 'c', 'e', 'Ġ', 's', 'o', 'i', 'r', '.']",47,42,-2.9539579837880234,-2.933747881934756,,,,,0.9919103980064392,masked_lm
26,verlan,Tu ne peux pas appeler la police maintenant.,Tu peux pas appeler les keufs maintenant.,1,synthetic balanced example; verlan/youth slang lexical substitutions,"['Ġ', 'T', 'u', 'Ġ', 'n', 'e', 'Ġ', 'p', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'a', 'p', 'p', 'e', 'l', 'e', 'r', 'Ġ', 'l', 'a', 'Ġ', 'p', 'o', 'l', 'i', 'c', 'e', 'Ġ', 'm', 'a', 'i', 'n', 't', 'e', 'n', 'a', 'n', 't', '.']","['Ġ', 'T', 'u', 'Ġ', 'p', 'e', 'u', 'x', 'Ġ', 'p', 'a', 's', 'Ġ', 'a', 'p', 'p', 'e', 'l', 'e', 'r', 'Ġ', 'l', 'e', 's', 'Ġ', 'k', 'e', 'u', 'f', 's', 'Ġ', 'm', 'a', 'i', 'n', 't', 'e', 'n', 'a', 'n', 't', '.']",45,42,-3.2521818372938367,-2.9671787534441267,,,,,0.9934362173080444,masked_lm
